#r,g,b,code,this_element_just_makes_it_easier_to_grep_for_the_valuabel_lines,
0,0,0,0,XXX
128,0,0,1,XXX
0,128,0,2,XXX
128,128,0,3,XXX
0,0,128,4,XXX
128,0,128,5,XXX
0,128,128,6,XXX
192,192,192,7,XXX
128,128,128,8,XXX
255,0,0,9,XXX
0,255,0,10,XXX
255,255,0,11,XXX
0,0,255,12,XXX
255,0,255,13,XXX
0,255,255,14,XXX
255,255,255,15,XXX
0,0,0,16,XXX
0,0,95,17,XXX
0,0,135,18,XXX
0,0,175,19,XXX
0,0,215,20,XXX
0,0,255,21,XXX
0,95,0,22,XXX
0,95,95,23,XXX
0,95,135,24,XXX
0,95,175,25,XXX
0,95,215,26,XXX
0,95,255,27,XXX
0,135,0,28,XXX
0,135,95,29,XXX
0,135,135,30,XXX
0,135,175,31,XXX
0,135,215,32,XXX
0,135,255,33,XXX
0,175,0,34,XXX
0,175,95,35,XXX
0,175,135,36,XXX
0,175,175,37,XXX
0,175,215,38,XXX
0,175,255,39,XXX
0,215,0,40,XXX
0,215,95,41,XXX
0,215,135,42,XXX
0,215,175,43,XXX
0,215,215,44,XXX
0,215,255,45,XXX
0,255,0,46,XXX
0,255,95,47,XXX
0,255,135,48,XXX
0,255,175,49,XXX
0,255,215,50,XXX
0,255,255,51,XXX
95,0,0,52,XXX
95,0,95,53,XXX
95,0,135,54,XXX
95,0,175,55,XXX
95,0,215,56,XXX
95,0,255,57,XXX
95,95,0,58,XXX
95,95,95,59,XXX
95,95,135,60,XXX
95,95,175,61,XXX
95,95,215,62,XXX
95,95,255,63,XXX
95,135,0,64,XXX
95,135,95,65,XXX
95,135,135,66,XXX
95,135,175,67,XXX
95,135,215,68,XXX
95,135,255,69,XXX
95,175,0,70,XXX
95,175,95,71,XXX
95,175,135,72,XXX
95,175,175,73,XXX
95,175,215,74,XXX
95,175,255,75,XXX
95,215,0,76,XXX
95,215,95,77,XXX
95,215,135,78,XXX
95,215,175,79,XXX
95,215,215,80,XXX
95,215,255,81,XXX
95,255,0,82,XXX
95,255,95,83,XXX
95,255,135,84,XXX
95,255,175,85,XXX
95,255,215,86,XXX
95,255,255,87,XXX
135,0,0,88,XXX
135,0,95,89,XXX
135,0,135,90,XXX
135,0,175,91,XXX
135,0,215,92,XXX
135,0,255,93,XXX
135,95,0,94,XXX
135,95,95,95,XXX
135,95,135,96,XXX
135,95,175,97,XXX
135,95,215,98,XXX
135,95,255,99,XXX
135,135,0,100,XXX
135,135,95,101,XXX
135,135,135,102,XXX
135,135,175,103,XXX
135,135,215,104,XXX
135,135,255,105,XXX
135,175,0,106,XXX
135,175,95,107,XXX
135,175,135,108,XXX
135,175,175,109,XXX
135,175,215,110,XXX
135,175,255,111,XXX
135,215,0,112,XXX
135,215,95,113,XXX
135,215,135,114,XXX
135,215,175,115,XXX
135,215,215,116,XXX
135,215,255,117,XXX
135,255,0,118,XXX
135,255,95,119,XXX
135,255,135,120,XXX
135,255,175,121,XXX
135,255,215,122,XXX
135,255,255,123,XXX
175,0,0,124,XXX
175,0,95,125,XXX
175,0,135,126,XXX
175,0,175,127,XXX
175,0,215,128,XXX
175,0,255,129,XXX
175,95,0,130,XXX
175,95,95,131,XXX
175,95,135,132,XXX
175,95,175,133,XXX
175,95,215,134,XXX
175,95,255,135,XXX
175,135,0,136,XXX
175,135,95,137,XXX
175,135,135,138,XXX
175,135,175,139,XXX
175,135,215,140,XXX
175,135,255,141,XXX
175,175,0,142,XXX
175,175,95,143,XXX
175,175,135,144,XXX
175,175,175,145,XXX
175,175,215,146,XXX
175,175,255,147,XXX
175,215,0,148,XXX
175,215,95,149,XXX
175,215,135,150,XXX
175,215,175,151,XXX
175,215,215,152,XXX
175,215,255,153,XXX
175,255,0,154,XXX
175,255,95,155,XXX
175,255,135,156,XXX
175,255,175,157,XXX
175,255,215,158,XXX
175,255,255,159,XXX
215,0,0,160,XXX
215,0,95,161,XXX
215,0,135,162,XXX
215,0,175,163,XXX
215,0,215,164,XXX
215,0,255,165,XXX
215,95,0,166,XXX
215,95,95,167,XXX
215,95,135,168,XXX
215,95,175,169,XXX
215,95,215,170,XXX
215,95,255,171,XXX
215,135,0,172,XXX
215,135,95,173,XXX
215,135,135,174,XXX
215,135,175,175,XXX
215,135,215,176,XXX
215,135,255,177,XXX
215,175,0,178,XXX
215,175,95,179,XXX
215,175,135,180,XXX
215,175,175,181,XXX
215,175,215,182,XXX
215,175,255,183,XXX
215,215,0,184,XXX
215,215,95,185,XXX
215,215,135,186,XXX
215,215,175,187,XXX
215,215,215,188,XXX
215,215,255,189,XXX
215,255,0,190,XXX
215,255,95,191,XXX
215,255,135,192,XXX
215,255,175,193,XXX
215,255,215,194,XXX
215,255,255,195,XXX
255,0,0,196,XXX
255,0,95,197,XXX
255,0,135,198,XXX
255,0,175,199,XXX
255,0,215,200,XXX
255,0,255,201,XXX
255,95,0,202,XXX
255,95,95,203,XXX
255,95,135,204,XXX
255,95,175,205,XXX
255,95,215,206,XXX
255,95,255,207,XXX
255,135,0,208,XXX
255,135,95,209,XXX
255,135,135,210,XXX
255,135,175,211,XXX
255,135,215,212,XXX
255,135,255,213,XXX
255,175,0,214,XXX
255,175,95,215,XXX
255,175,135,216,XXX
255,175,175,217,XXX
255,175,215,218,XXX
255,175,255,219,XXX
255,215,0,220,XXX
255,215,95,221,XXX
255,215,135,222,XXX
255,215,175,223,XXX
255,215,215,224,XXX
255,215,255,225,XXX
255,255,0,226,XXX
255,255,95,227,XXX
255,255,135,228,XXX
255,255,175,229,XXX
255,255,215,230,XXX
255,255,255,231,XXX
8,8,8,232,XXX
18,18,18,233,XXX
28,28,28,234,XXX
38,38,38,235,XXX
48,48,48,236,XXX
58,58,58,237,XXX
68,68,68,238,XXX
78,78,78,239,XXX
88,88,88,240,XXX
98,98,98,241,XXX
108,108,108,242,XXX
118,118,118,243,XXX
128,128,128,244,XXX
138,138,138,245,XXX
148,148,148,246,XXX
158,158,158,247,XXX
168,168,168,248,XXX
178,178,178,249,XXX
188,188,188,250,XXX
198,198,198,251,XXX
208,208,208,252,XXX
218,218,218,253,XXX
228,228,228,254,XXX
238,238,238,255,XXX
